Test Case Identifier,Step No,Action,Data,Expected Result,Priority,Test Summary,Description,TestSet,TestPlan,Sprint,Assignee,Componente,Label,Label,Label,Label
MMCS - 45369  - 22,7,Seleccionar tipo de movimiento CS,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 45369  - 22,8,Seleccionar Fecha de Vigencia Inicial ,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 45369  - 22,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 45369  - 22,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 45369  - 22,11,Ingresar el Precio Vendor Pack Cost en la sección de color morado (Precio menor a 100 pesos con 0.50 centavos),,"El sistema asigna el Precio Venta al Público aplicando correctamente las reglas de redondeo
(Precio mayor a 100 pesos redondea a peso cerrado
Precio menor a 100 pesos permite 0.50 centavos)",P1,,,,,,,,,,,
MMCS - 45369  - 22,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos: W/WE/B",P1,,,,,,,,,,,
MMCS - 45369  - 22,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 45369  - 22,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 22,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 45369  - 22,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 23,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-155-45369-23 - Redondeo Depto 95 Cat 38 - CS menor a 100,,MMCS-46303,MMCS-45541,367586,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-206,TC-Compass
MMCS - 45369  - 23,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 45369  - 23,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 45369  - 23,4,"Ingresar No de Item/UPC Producto
(Departamento 95 Cat 38)",,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 23,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 45369  - 23,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 45369  - 23,7,Seleccionar tipo de movimiento CS,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 45369  - 23,8,Seleccionar Fecha de Vigencia Inicial ,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 45369  - 23,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 45369  - 23,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 45369  - 23,11,Ingresar el Precio Vendor Pack Cost en la sección de color morado (Precio menor a 100 pesos con 0.50 centavos),,"El sistema asigna el Precio Venta al Público aplicando correctamente las reglas de redondeo
(Precio mayor a 100 pesos redondea a peso cerrado
Precio menor a 100 pesos permite 0.50 centavos)",P1,,,,,,,,,,,
MMCS - 45369  - 23,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos: W/WE/B",P1,,,,,,,,,,,
MMCS - 45369  - 23,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 45369  - 23,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 23,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 45369  - 23,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 24,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-155-45369-24 - Redondeo Depto 95 Cat 48 - CS menor a 100,,MMCS-46303,MMCS-45541,367586,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-206,TC-Compass
MMCS - 45369  - 24,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 45369  - 24,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 45369  - 24,4,"Ingresar No de Item/UPC Producto
(Departamento 95 Cat 48)",,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 24,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 45369  - 24,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 45369  - 24,7,Seleccionar tipo de movimiento CS,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 45369  - 24,8,Seleccionar Fecha de Vigencia Inicial ,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 45369  - 24,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 45369  - 24,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 45369  - 24,11,Ingresar el Precio Vendor Pack Cost en la sección de color morado (Precio menor a 100 pesos con 0.50 centavos),,"El sistema asigna el Precio Venta al Público aplicando correctamente las reglas de redondeo
(Precio mayor a 100 pesos redondea a peso cerrado
Precio menor a 100 pesos permite 0.50 centavos)",P1,,,,,,,,,,,
MMCS - 45369  - 24,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos: W/WE/B",P1,,,,,,,,,,,
MMCS - 45369  - 24,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 45369  - 24,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 24,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 45369  - 24,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 25,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-155-45369-25 - Redondeo Depto 95 Cat 30 - CS mayor a 100,,MMCS-46303,MMCS-45541,367586,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-206,TC-Compass
MMCS - 45369  - 25,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 45369  - 25,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 45369  - 25,4,"Ingresar No de Item/UPC Producto
(Departamento 95 Cat 30)",,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 25,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 45369  - 25,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 45369  - 25,7,Seleccionar tipo de movimiento CS,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 45369  - 25,8,Seleccionar Fecha de Vigencia Inicial ,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 45369  - 25,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 45369  - 25,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 45369  - 25,11,Ingresar el Precio Vendor Pack Cost en la sección de color morado (Precio menor a 100 pesos con 0.50 centavos),,"El sistema asigna el Precio Venta al Público aplicando correctamente las reglas de redondeo
(Precio mayor a 100 pesos redondea a peso cerrado
Precio menor a 100 pesos permite 0.50 centavos)",P1,,,,,,,,,,,
MMCS - 45369  - 25,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos: W/WE/B",P1,,,,,,,,,,,
MMCS - 45369  - 25,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 45369  - 25,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 25,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 45369  - 25,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 26,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-155-45369-26 - Redondeo Depto 95 Cat 38 - CS mayor a 100,,MMCS-46303,MMCS-45541,367586,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-206,TC-Compass
MMCS - 45369  - 26,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 45369  - 26,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 45369  - 26,4,"Ingresar No de Item/UPC Producto
(Departamento 95 Cat 38)",,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 26,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 45369  - 26,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 45369  - 26,7,Seleccionar tipo de movimiento CS,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 45369  - 26,8,Seleccionar Fecha de Vigencia Inicial ,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 45369  - 26,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 45369  - 26,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 45369  - 26,11,Ingresar el Precio Vendor Pack Cost en la sección de color morado (Precio menor a 100 pesos con 0.50 centavos),,"El sistema asigna el Precio Venta al Público aplicando correctamente las reglas de redondeo
(Precio mayor a 100 pesos redondea a peso cerrado
Precio menor a 100 pesos permite 0.50 centavos)",P1,,,,,,,,,,,
MMCS - 45369  - 26,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos: W/WE/B",P1,,,,,,,,,,,
MMCS - 45369  - 26,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 45369  - 26,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 26,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 45369  - 26,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 27,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-155-45369-27 - Redondeo Depto 95 Cat 48 - CS mayor a 100,,MMCS-46303,MMCS-45541,367586,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-206,TC-Compass
MMCS - 45369  - 27,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 45369  - 27,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 45369  - 27,4,"Ingresar No de Item/UPC Producto
(Departamento 95 Cat 48)",,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 27,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 45369  - 27,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 45369  - 27,7,Seleccionar tipo de movimiento CS,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 45369  - 27,8,Seleccionar Fecha de Vigencia Inicial ,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 45369  - 27,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 45369  - 27,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 45369  - 27,11,Ingresar el Precio Vendor Pack Cost en la sección de color morado (Precio menor a 100 pesos con 0.50 centavos),,"El sistema asigna el Precio Venta al Público aplicando correctamente las reglas de redondeo
(Precio mayor a 100 pesos redondea a peso cerrado
Precio menor a 100 pesos permite 0.50 centavos)",P1,,,,,,,,,,,
MMCS - 45369  - 27,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos: W/WE/B",P1,,,,,,,,,,,
MMCS - 45369  - 27,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 45369  - 27,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 27,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 45369  - 27,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 28,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-155-45369-28 - Redondeo Depto 95 - CS Excepción,,MMCS-46303,MMCS-45541,367586,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-206,TC-Compass
MMCS - 45369  - 28,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 45369  - 28,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 45369  - 28,4,"Ingresar No de Item/UPC Producto
(El Item no debe pertenecer a estos datos
Departamento 95 Cat 30
Departamento 95 Cat 38
Departamento 95 Cat 48)",,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 28,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 45369  - 28,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 45369  - 28,7,Seleccionar tipo de movimiento CS,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 45369  - 28,8,Seleccionar Fecha de Vigencia Inicial ,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 45369  - 28,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 45369  - 28,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 45369  - 28,11,Ingresar el Precio Vendor Pack Cost en la sección de color morado,,"El sistema asigna el Precio Venta al Público aplicando correctamente las reglas de redondeo
(WE/W Precio mayor a 15 pesos redondea a peso cerrado
B Precio mayor a 30 pesos redonde a peso cerrado)",P1,,,,,,,,,,,
MMCS - 45369  - 28,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos: W/WE/B",P1,,,,,,,,,,,
MMCS - 45369  - 28,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 45369  - 28,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 45369  - 28,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 45369  - 28,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 45906  - 01,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-156-45906-01 - Redondeo Depto 95 Cat 30 FIX - SB mayor a 100 - PriceX,,MMCS-46304,MMCS-45541,367586,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-206,TC-Compass
MMCS - 45906  - 01,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 45906  - 01,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 45906  - 01,4,"Ingresar No de Item/UPC Producto
(Departamento 95 Cat 30)",,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 45906  - 01,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 45906  - 01,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 45906  - 01,7,Seleccionar tipo de movimiento SB,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 45906  - 01,8,Seleccionar Fecha de Vigencia Inicial ,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 45906  - 01,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 45906  - 01,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 45906  - 01,11,Ingresar el Precio Venta al Público en la sección de color morado (Precio mayor a 100 pesos con 0.50 centavos),,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
